bgm_id,game_title,current_title,proposed_title,confidence,source,reason
325,Dark Souls III,Abyss Watchers,Abyss Watchers,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
326,Ace Combat 5: The Unsung War,First Flight,First Flight,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
327,Ori and the Blind Forest,"Naru, Embracing the Light","Naru, Embracing the Light",high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
328,Genshin Impact,Childe Boss Theme (Rapture of the Chaos),Childe Boss Theme (Rapture of the Chaos),high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
330,Bloodborne,Cleric Beast,Cleric Beast,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
331,Ace Combat Zero: The Belkan War,Mayhem,Mayhem,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
332,Ori and the Will of the Wisps,Shriek and Ori,Shriek and Ori,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
333,Honkai Star Rail,Nevermore,Nevermore,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
337,Ace Combat 7: Skies Unknown,Mimic,Mimic,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
338,Stardew Valley,Fall (The Smell of Mushroom),Fall (The Smell of Mushroom),high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
339,Splatoon 3,Anarchy Rainbow,Anarchy Rainbow,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
340,Elden Ring,Main Theme,Main Theme,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
341,Armored Core VI: Fires of Rubicon,The Man Who Burned It All,The Man Who Burned It All,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
342,Terraria,Boss 1,Boss 1,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
343,Super Smash Bros. Melee,Opening,Opening,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
344,Persona 3,Burn My Dread,Burn My Dread,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
345,Elden Ring: Shadow of the Erdtree,Divine Beast Dancing Lion,Divine Beast Dancing Lion,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
346,Minecraft: Java Edition,Living Mice,Living Mice,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
347,Persona 3 Reload,Full Moon Full Life,Full Moon Full Life,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
348,Metal Gear Rising: Revengeance,A Stranger I Remain,A Stranger I Remain,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
349,Metal Gear Solid 2: Sons of Liberty,Can't Say Goodbye to Yesterday,Can't Say Goodbye to Yesterday,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
350,Minecraft,Otherside,Otherside,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
352,Persona 4,"Heartbeat, Heartbreak","Heartbeat, Heartbreak",high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
353,Metal Gear Solid 3: Snake Eater,Battle in the Base,Battle in the Base,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
354,Ultrakill,ORDER,ORDER,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
356,Persona 5,Last Surprise,Last Surprise,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
357,Stellar Blade,Flooded Commercial Sector,Flooded Commercial Sector,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
358,Silent Hill f,Not Tomorrow,Not Tomorrow,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
359,Omori,Final Duet,Final Duet,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
361,Persona 5 Royal,I Believe,I Believe,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
362,Portal 2,Science Is Fun,Science Is Fun,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
363,Metaphor: ReFantazio,Battle Theme,Battle Theme,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
365,Undertale,Spear of Justice,Spear of Justice,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
366,Donkey Kong Country 2: Diddy's Kong Quest,Forest Interlude,Forest Interlude,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
367,Ys VIII: Lacrimosa of Dana,Sunshine Coastline,Sunshine Coastline,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
369,F-Zero,Mute City,Mute City,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
370,The Legend of Heroes: Trails in the Sky SC,"Silver Will, Golden Wings","Silver Will, Golden Wings",high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
373,Clair Obscur: Expedition 33,Lumière,Lumière,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
375,Super Mario Odyssey,Break Free (Lead the Way),Break Free (Lead the Way),high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
378,Monster Hunter Wilds,The White Wraith,The White Wraith,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
381,Devil May Cry 3: Dante's Awakening,Divine Hate,Divine Hate,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
390,Kirby Super Star,Marx Battle,Marx Battle,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
391,Final Fantasy XV,Apocalypsis Noctis,Apocalypsis Noctis,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
392,Final Fantasy XVI,"No Risk, No Reward","No Risk, No Reward",high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
394,Final Fantasy VII Remake,"Midgar, City of Mako","Midgar, City of Mako",high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
396,Final Fantasy VII Rebirth,Bow Wow Wow,Bow Wow Wow,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
398,Final Fantasy XIV: Endwalker,Close in the Distance,Close in the Distance,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
403,Kingdom Hearts II,Darkness of the Unknown,Darkness of the Unknown,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
408,Xenoblade Chronicles X,Don't Worry,Don't Worry,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
410,Risk of Rain 2,The Rain Formerly Known as Purple,The Rain Formerly Known as Purple,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
411,Goddess of Victory: Nikke,We're Never Giving Up,We're Never Giving Up,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
412,Astro Bot,I Am Astro Bot,I Am Astro Bot,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
415,Resident Evil 7: Biohazard,Go Tell Aunt Rhody,Go Tell Aunt Rhody,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
416,Dead Cells,The Clocktower,The Clocktower,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
417,Arknights,Operation Pyrite,Operation Pyrite,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
418,Astro Bot,Crash Site,Crash Site,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
421,Resident Evil Village,Yearning for Dark Shadows,Yearning for Dark Shadows,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
422,Hyper Light Drifter,Panacea,Panacea,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
423,Fate/Grand Order,Grand Battle,Grand Battle,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
424,Astro Bot,Papa Tree,Papa Tree,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
425,Kingdom Hearts III,Face My Fears,Face My Fears,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
426,Armored Core: For Answer,Remember,Remember,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
427,Shovel Knight,Strike the Earth!,Strike the Earth!,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
428,Granblue Fantasy,New World Order,New World Order,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
429,Armored Core: Verdict Day,Mechanized Memories,Mechanized Memories,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
430,Katana Zero,Overdose,Overdose,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
431,Metal Gear Solid 4: Guns of the Patriots,Old Snake,Old Snake,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
432,Pizza Tower,It's Pizza Time!,It's Pizza Time!,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
433,Heaven Burns Red,Burn My Soul,Burn My Soul,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
434,Mario Kart 64,Rainbow Road,Rainbow Road,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
436,Mega Man X4,Opening Stage X,Opening Stage X,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
437,Death Stranding,BB's Theme,BB's Theme,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
438,Punishing: Gray Raven,Narwhal,Narwhal,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
439,Mario Kart 8 Deluxe,Mute City,Mute City,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
441,Street Fighter IV,The Next Door,The Next Door,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
442,Death Stranding 2: On the Beach,To the Wilder,To the Wilder,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
443,Inscryption,The Scrybe of Magicks,The Scrybe of Magicks,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
444,Wuthering Waves,Saving Light,Saving Light,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
446,Sonic Heroes,Sonic Heroes,Sonic Heroes,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
447,NEO: The World Ends with You,Breaking Free,Breaking Free,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
448,The Elder Scrolls IV: Oblivion,Reign of the Septims,Reign of the Septims,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
449,Risk of Rain 2,You're Gonna Need a Bigger Ukulele,You're Gonna Need a Bigger Ukulele,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
452,SaGa Frontier,Battle #5,Battle #5,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
453,Grand Theft Auto: San Andreas,Theme from San Andreas,Theme from San Andreas,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
454,Dead Cells,The Hand of the King,The Hand of the King,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
455,BanG Dream! Girls Band Party!,Returns,Returns,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
457,Trials of Mana (1995),Meridian Child,Meridian Child,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
458,Yakuza Kiwami,Receive You Reborn,Receive You Reborn,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
459,Grand Theft Auto V,Welcome to Los Santos,Welcome to Los Santos,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
460,Hyper Light Drifter,The Midnight Wood,The Midnight Wood,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
461,Love Live! School Idol Festival,Snow halation,Snow halation,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
