rank,bgm_title,source_game_title,logical_game_name,existing_game_id,igdb_id,status,confidence,source,reason,existing_bgm_id,existing_title
311,Golden Mane / Rajang,Monster Hunter 4,Monster Hunter 4,212,65676,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 420（金色の鬣／ラージャン）と同一logical game・同一または公式対応タイトル,420,金色の鬣／ラージャン
312,Yearning for Dark Shadows,Resident Evil Village,Resident Evil Village,244,55163,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 421（Yearning for Dark Shadows）と同一logical game・同一または公式対応タイトル,421,Yearning for Dark Shadows
313,Panacea,Hyper Light Drifter,Hyper Light Drifter,186,9806,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 422（Panacea）と同一logical game・同一または公式対応タイトル,422,Panacea
314,Grand Battle,Fate/Grand Order,Fate/Grand Order,148,24493,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 423（Grand Battle）と同一logical game・同一または公式対応タイトル,423,Grand Battle
315,Papa Tree,ASTRO BOT,Astro Bot,114,303811,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 424（Papa Tree）と同一logical game・同一または公式対応タイトル,424,Papa Tree
317,Face My Fears,Kingdom Hearts III,Kingdom Hearts III,191,2933,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 425（Face My Fears）と同一logical game・同一または公式対応タイトル,425,Face My Fears
319,Remember,Armored Core: For Answer,Armored Core: For Answer,112,5493,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 426（Remember）と同一logical game・同一または公式対応タイトル,426,Remember
320,Strike the Earth!,Shovel Knight,Shovel Knight,252,7444,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 427（Strike the Earth!）と同一logical game・同一または公式対応タイトル,427,Strike the Earth!
321,New World Order,Granblue Fantasy,Granblue Fantasy,172,13623,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 428（New World Order）と同一logical game・同一または公式対応タイトル,428,New World Order
325,Mechanized Memories,Armored Core: Verdict Day,Armored Core: Verdict Day,113,5494,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 429（Mechanized Memories）と同一logical game・同一または公式対応タイトル,429,Mechanized Memories
326,Overdose,Katana ZERO,Katana Zero,189,20150,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 430（Overdose）と同一logical game・同一または公式対応タイトル,430,Overdose
331,Old Snake,Metal Gear Solid 4: Guns of the Patriots,Metal Gear Solid 4: Guns of the Patriots,207,380,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 431（Old Snake）と同一logical game・同一または公式対応タイトル,431,Old Snake
332,It's Pizza Time!,Pizza Tower,Pizza Tower,234,135818,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 432（It's Pizza Time!）と同一logical game・同一または公式対応タイトル,432,It's Pizza Time!
333,Burn My Soul,HEAVEN BURNS RED,Heaven Burns Red,182,132099,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 433（Burn My Soul）と同一logical game・同一または公式対応タイトル,433,Burn My Soul
334,Rainbow Road,Mario Kart 64,Mario Kart 64,201,2342,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 434（Rainbow Road）と同一logical game・同一または公式対応タイトル,434,Rainbow Road
335,Strange World,Dragon Quest VIII,Dragon Quest VIII: Journey of the Cursed King,142,1819,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 435（広い世界へ）と同一logical game・同一または公式対応タイトル,435,広い世界へ
336,Opening Stage X,Mega Man X4,Mega Man X4,203,1744,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 436（Opening Stage X）と同一logical game・同一または公式対応タイトル,436,Opening Stage X
337,BB's Theme,Death Stranding,Death Stranding,134,19564,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 437（BB's Theme）と同一logical game・同一または公式対応タイトル,437,BB's Theme
339,Narwhal,Punishing: Gray Raven,Punishing: Gray Raven,241,132185,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 438（Narwhal）と同一logical game・同一または公式対応タイトル,438,Narwhal
340,Mute City,Mario Kart 8 Deluxe,Mario Kart 8 Deluxe,202,26764,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 439（Mute City）と同一logical game・同一または公式対応タイトル,439,Mute City
341,Unwavering Courage,Dragon Quest XI,Dragon Quest XI: Echoes of an Elusive Age,143,11667,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 440（勇者は征く）と同一logical game・同一または公式対応タイトル,440,勇者は征く
342,The Next Door,Street Fighter IV,Street Fighter IV,263,884,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 441（The Next Door）と同一logical game・同一または公式対応タイトル,441,The Next Door
343,To the Wilder,Death Stranding 2: On the Beach,Death Stranding 2: On the Beach,135,228530,existing_duplicate,high,https://thegameawards.com/nominees/best-score-and-music,既存BGM ID 442（To the Wilder）と同一logical game・同一または公式対応タイトル,442,To the Wilder
344,The Scrybe of Magicks,Inscryption,Inscryption,187,139090,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 443（The Scrybe of Magicks）と同一logical game・同一または公式対応タイトル,443,The Scrybe of Magicks
345,Saving Light,Wuthering Waves,Wuthering Waves,290,202956,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 444（Saving Light）と同一logical game・同一または公式対応タイトル,444,Saving Light
347,Battle of Oblivion,Bravely Second: End Layer,Bravely Second: End Layer,125,11256,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 445（忘れられた戦い）と同一logical game・同一または公式対応タイトル,445,忘れられた戦い
348,Sonic Heroes,Sonic Heroes,Sonic Heroes,255,4156,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 446（Sonic Heroes）と同一logical game・同一または公式対応タイトル,446,Sonic Heroes
353,Breaking Free,NEO: The World Ends with You,NEO: The World Ends with You,220,141192,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 447（Breaking Free）と同一logical game・同一または公式対応タイトル,447,Breaking Free
355,Reign of the Septims,The Elder Scrolls IV: Oblivion,The Elder Scrolls IV: Oblivion,272,59,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 448（Reign of the Septims）と同一logical game・同一または公式対応タイトル,448,Reign of the Septims
356,You're Gonna Need a Bigger Ukulele,Risk of Rain 2,Risk of Rain 2,245,28512,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 449（You're Gonna Need a Bigger Ukulele）と同一logical game・同一または公式対応タイトル,449,You're Gonna Need a Bigger Ukulele
357,お願い！シンデレラ,THE IDOLM@STER CINDERELLA GIRLS,The Idolmaster: Cinderella Girls,273,11702,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 450（お願い！シンデレラ）と同一logical game・同一または公式対応タイトル,450,お願い！シンデレラ
358,Butter Building,Kirby's Adventure,Kirby's Adventure,197,3717,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 451（バタービルディング）と同一logical game・同一または公式対応タイトル,451,バタービルディング
359,Battle #5,SaGa Frontier,SaGa Frontier,247,11310,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 452（Battle #5）と同一logical game・同一または公式対応タイトル,452,Battle #5
361,Theme from San Andreas,Grand Theft Auto: San Andreas,Grand Theft Auto: San Andreas,174,732,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 453（Theme from San Andreas）と同一logical game・同一または公式対応タイトル,453,Theme from San Andreas
362,The Hand of the King,Dead Cells,Dead Cells,133,26855,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 454（The Hand of the King）と同一logical game・同一または公式対応タイトル,454,The Hand of the King
363,Returns,BanG Dream! Girls Band Party!,BanG Dream! Girls Band Party!,120,80138,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 455（Returns）と同一logical game・同一または公式対応タイトル,455,Returns
364,Ripple Star,Kirby 64: The Crystal Shards,Kirby 64: The Crystal Shards,192,2713,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 456（リップルスター）と同一logical game・同一または公式対応タイトル,456,リップルスター
365,Meridian Child,Trials of Mana,Trials of Mana (1995),287,11227,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 457（Meridian Child）と同一logical game・同一または公式対応タイトル,457,Meridian Child
366,Receive You Reborn,Yakuza Kiwami,Yakuza Kiwami,298,12595,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 458（Receive You Reborn）と同一logical game・同一または公式対応タイトル,458,Receive You Reborn
367,Welcome to Los Santos,Grand Theft Auto V,Grand Theft Auto V,173,1020,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 459（Welcome to Los Santos）と同一logical game・同一または公式対応タイトル,459,Welcome to Los Santos
368,The Midnight Wood,Hyper Light Drifter,Hyper Light Drifter,186,9806,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 460（The Midnight Wood）と同一logical game・同一または公式対応タイトル,460,The Midnight Wood
369,Snow halation,Love Live! School Idol Festival,Love Live! School Idol Festival,200,36660,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 461（Snow halation）と同一logical game・同一または公式対応タイトル,461,Snow halation
370,Sky Tower,Kirby's Return to Dream Land,Kirby's Return to Dream Land,198,3725,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 462（Sky Tower）と同一logical game・同一または公式対応タイトル,462,Sky Tower
371,Battle -Fierce Battle-,Shin Megami Tensei III: Nocturne,Shin Megami Tensei III: Nocturne,249,336392,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 463（強制戦闘）と同一logical game・同一または公式対応タイトル,463,強制戦闘
372,Destiny,Yakuza 6: The Song of Life,Yakuza 6: The Song of Life,297,12527,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 464（Destiny）と同一logical game・同一または公式対応タイトル,464,Destiny
373,Hazardous Environments,Half-Life 2,Half-Life 2,176,233,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 465（Hazardous Environments）と同一logical game・同一または公式対応タイトル,465,Hazardous Environments
374,The Schemer,Shovel Knight,Shovel Knight,252,7444,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 466（The Schemer）と同一logical game・同一または公式対応タイトル,466,The Schemer
375,Satellites,Goddess of Victory: Nikke,Goddess of Victory: Nikke,171,117199,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 467（Satellites）と同一logical game・同一または公式対応タイトル,467,Satellites
376,Moonstruck Blossom,Kirby: Triple Deluxe,,196,,known_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,『狂花水月』の英語ローカライズ名で同一曲,,狂花水月
377,Battle B2,Shin Megami Tensei IV,Shin Megami Tensei IV,250,6886,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 468（Battle B2）と同一logical game・同一または公式対応タイトル,468,Battle B2
378,Receive You The Hyperactive,Yakuza: Like a Dragon,Yakuza: Like a Dragon,299,36550,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 469（Receive You The Hyperactive）と同一logical game・同一または公式対応タイトル,469,Receive You The Hyperactive
380,Blue Room,Katana ZERO,Katana Zero,189,20150,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 470（Blue Room）と同一logical game・同一または公式対応タイトル,470,Blue Room
381,Radiant,Arknights,Arknights,110,123395,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 471（Radiant）と同一logical game・同一または公式対応タイトル,471,Radiant
382,Pink Ball Activate!,Kirby: Planet Robobot,Kirby: Planet Robobot,195,18221,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 472（桃球発進！ロボボアーマー）と同一logical game・同一または公式対応タイトル,472,桃球発進！ロボボアーマー
383,"Battle -Humans, Demons, and...",Shin Megami Tensei V,Shin Megami Tensei V,251,26775,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,"既存BGM ID 473（Battle -Humans, Demons, and...）と同一logical game・同一または公式対応タイトル",473,"Battle -Humans, Demons, and..."
385,The Last of Us Part II,The Last of Us Part II,The Last of Us Part II,275,26192,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 474（The Last of Us Part II）と同一logical game・同一または公式対応タイトル,474,The Last of Us Part II
386,The Death That I Deservioli,Pizza Tower,Pizza Tower,234,135818,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 475（The Death That I Deservioli）と同一logical game・同一または公式対応タイトル,475,The Death That I Deservioli
387,Dies Irae,Fate/Grand Order,Fate/Grand Order,148,24493,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 476（Dies Irae）と同一logical game・同一または公式対応タイトル,476,Dies Irae
388,The Star Conquering Traveler,Kirby Star Allies,Kirby Star Allies,193,37137,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 477（組曲：星羅征く旅人）と同一logical game・同一または公式対応タイトル,477,組曲：星羅征く旅人
389,Cloaca Maxima,Ys IX: Monstrum Nox,Ys IX: Monstrum Nox,300,113431,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 478（Cloaca Maxima）と同一logical game・同一または公式対応タイトル,478,Cloaca Maxima
391,A Son's Path,God of War Ragnarök,God of War Ragnarök,170,112875,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 479（A Son's Path）と同一logical game・同一または公式対応タイトル,479,A Son's Path
393,Paradise Lost,Granblue Fantasy,Granblue Fantasy,172,13623,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 480（Paradise Lost）と同一logical game・同一または公式対応タイトル,480,Paradise Lost
394,戦闘！野生ポケモン,ポケットモンスター X・Y,ポケットモンスター X・Y,98,2287|2286,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 481（戦闘！野生ポケモン）と同一logical game・同一または公式対応タイトル,481,戦闘！野生ポケモン
395,To Be Free,Ys X: Nordics,Ys X: Nordics,302,229176,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 482（To Be Free）と同一logical game・同一または公式対応タイトル,482,To Be Free
396,The Concept of Love,Jet Set Radio Future,Jet Set Radio Future,188,1570,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 483（The Concept of Love）と同一logical game・同一または公式対応タイトル,483,The Concept of Love
397,Aloy's Theme,Horizon Zero Dawn,Horizon Zero Dawn,185,11156,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 484（Aloy's Theme）と同一logical game・同一または公式対応タイトル,484,Aloy's Theme
398,Deathcard Cabin,Inscryption,Inscryption,187,139090,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 485（Deathcard Cabin）と同一logical game・同一または公式対応タイトル,485,Deathcard Cabin
400,戦闘！しまキング・しまクイーン,ポケットモンスター サン・ムーン,ポケットモンスター サン・ムーン,99,18099|18100,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 486（戦闘！しまキング・しまクイーン）と同一logical game・同一または公式対応タイトル,486,戦闘！しまキング・しまクイーン
401,The Decisive Collision,Trails of Cold Steel,The Legend of Heroes: Trails of Cold Steel,277,13557,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 487（The Decisive Collision）と同一logical game・同一または公式対応タイトル,487,The Decisive Collision
403,In the Flood,Horizon Forbidden West,Horizon Forbidden West,184,112874,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 488（In the Flood）と同一logical game・同一または公式対応タイトル,488,In the Flood
405,Before I Rise,HEAVEN BURNS RED,Heaven Burns Red,182,132099,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 489（Before I Rise）と同一logical game・同一または公式対応タイトル,489,Before I Rise
406,てんくうのとう,ポケモン不思議のダンジョン 青の救助隊・赤の救助隊,ポケモン不思議のダンジョン 青の救助隊・赤の救助隊,101,2319|2320,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 490（てんくうのとう）と同一logical game・同一または公式対応タイトル,490,てんくうのとう
407,Spiral of Erebos,Trails of Cold Steel III,The Legend of Heroes: Trails of Cold Steel III,278,26564,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 491（Spiral of Erebos）と同一logical game・同一または公式対応タイトル,491,Spiral of Erebos
408,Storm Rising,Tekken 8,Tekken 8,270,217590,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 492（Storm Rising）と同一logical game・同一または公式対応タイトル,492,Storm Rising
409,Main Theme,Ghost of Yōtei,Ghost of Yotei,168,317627,existing_duplicate,high,https://thegameawards.com/nominees/best-score-and-music,既存BGM ID 493（Main Theme）と同一logical game・同一または公式対応タイトル,493,Main Theme
410,Hikari,Punishing: Gray Raven,Punishing: Gray Raven,241,132185,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 494（Hikari）と同一logical game・同一または公式対応タイトル,494,Hikari
413,Majula,Dark Souls II,Dark Souls II,131,2368,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 495（Majula）と同一logical game・同一または公式対応タイトル,495,Majula
415,The Shorekeeper,Wuthering Waves,Wuthering Waves,290,202956,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 496（The Shorekeeper）と同一logical game・同一または公式対応タイトル,496,The Shorekeeper
416,Together We Ride,Fire Emblem: The Blazing Blade,Fire Emblem: The Blazing Blade,163,1439,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 497（仲間入り）と同一logical game・同一または公式対応タイトル,497,仲間入り
418,Beginning,Castlevania III: Dracula's Curse,Castlevania III: Dracula's Curse,126,1119,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 498（Beginning）と同一logical game・同一または公式対応タイトル,498,Beginning
419,Safe Room,Resident Evil 7 biohazard,Resident Evil 7: Biohazard,243,19562,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 499（Safe Room）と同一logical game・同一または公式対応タイトル,499,Safe Room
421,Life Returns,Fire Emblem: Path of Radiance,Fire Emblem: Path of Radiance,161,1441,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 500（Life Returns）と同一logical game・同一または公式対応タイトル,500,Life Returns
424,Village of Shadows,Resident Evil Village,Resident Evil Village,244,55163,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 501（Village of Shadows）と同一logical game・同一または公式対応タイトル,501,Village of Shadows
425,Tulip,THE IDOLM@STER CINDERELLA GIRLS,The Idolmaster: Cinderella Girls,273,11702,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 502（Tulip）と同一logical game・同一または公式対応タイトル,502,Tulip
426,Eternal Bond,Fire Emblem: Radiant Dawn,Fire Emblem: Radiant Dawn,162,1442,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 503（絆永久に）と同一logical game・同一または公式対応タイトル,503,絆永久に
427,True Will,Tales of Berseria,Tales of Berseria,269,18812,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 504（True Will）と同一logical game・同一または公式対応タイトル,504,True Will
428,Ancient Rhythm,Monster Hunter 2,Monster Hunter 2,211,43668,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 505（古のリズム）と同一logical game・同一または公式対応タイトル,505,古のリズム
429,Someone is Always Moving on the Surface,Armored Core: For Answer,Armored Core: For Answer,112,5493,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 506（Someone is Always Moving on the Surface）と同一logical game・同一または公式対応タイトル,506,Someone is Always Moving on the Surface
430,FIRE BIRD,BanG Dream! Girls Band Party!,BanG Dream! Girls Band Party!,120,80138,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 507（FIRE BIRD）と同一logical game・同一または公式対応タイトル,507,FIRE BIRD
431,"Bright, Bold Sandstorm",Fire Emblem Engage,Fire Emblem Engage,159,217550,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,"既存BGM ID 508（Bright, Bold Sandstorm）と同一logical game・同一または公式対応タイトル",508,"Bright, Bold Sandstorm"
432,Flame of Hope,Tales of Arise,Tales of Arise,268,119270,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 509（Flame of Hope）と同一logical game・同一または公式対応タイトル,509,Flame of Hope
433,The Roar of the Spark / Zinogre,Monster Hunter Freedom Unite,モンスターハンターポータブル 3rd,304,20427,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,ジンオウガ初出作品への紐付けを修正済み。既存BGM ID 510と同一曲。,510,閃烈なる蒼光／ジンオウガ
434,Day After Day,Armored Core: Verdict Day,Armored Core: Verdict Day,113,5494,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 511（Day After Day）と同一logical game・同一または公式対応タイトル,511,Day After Day
435,僕らは今のなかで,Love Live! School Idol Festival,Love Live! School Idol Festival,200,36660,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 512（僕らは今のなかで）と同一logical game・同一または公式対応タイトル,512,僕らは今のなかで
437,Hometown Island,Atelier Ryza: Ever Darkness & the Secret Hideout,Atelier Ryza: Ever Darkness & the Secret Hideout,116,119061,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 513（Hometown Island）と同一logical game・同一または公式対応タイトル,513,Hometown Island
438,A Thousand Shining Blades / Dalamadur,Monster Hunter 4,Monster Hunter 4,212,65676,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 514（千剣に巣食う者／ダラ・アマデュラ）と同一logical game・同一または公式対応タイトル,514,千剣に巣食う者／ダラ・アマデュラ
439,Love Theme,Metal Gear Solid 4: Guns of the Patriots,Metal Gear Solid 4: Guns of the Patriots,207,380,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 515（Love Theme）と同一logical game・同一または公式対応タイトル,515,Love Theme
441,Iris,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,118,314943,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 516（Iris）と同一logical game・同一または公式対応タイトル,516,Iris
443,Don't Be So Serious,Death Stranding,Death Stranding,134,19564,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 517（Don't Be So Serious）と同一logical game・同一または公式対応タイトル,517,Don't Be So Serious
445,Black Tar,Xenoblade Chronicles X,Xenoblade Chronicles X,294,2366,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 518（Black Tar）と同一logical game・同一または公式対応タイトル,518,Black Tar
447,Horizon Dreamer,Death Stranding 2: On the Beach,Death Stranding 2: On the Beach,135,228530,existing_duplicate,high,https://thegameawards.com/nominees/best-score-and-music,既存BGM ID 519（Horizon Dreamer）と同一logical game・同一または公式対応タイトル,519,Horizon Dreamer
449,Battle,Final Fantasy I,Final Fantasy,149,385,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 520（戦闘シーン）と同一logical game・同一または公式対応タイトル,520,戦闘シーン
452,Title Theme,Animal Crossing,Animal Crossing,107,2655,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 521（タイトル）と同一logical game・同一または公式対応タイトル,521,タイトル
453,Battle for Freedom,Final Fantasy XII,Final Fantasy XII,153,398,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 522（自由への闘い）と同一logical game・同一または公式対応タイトル,522,自由への闘い
454,Storm Owl Stage,Mega Man X4,Mega Man X4,203,1744,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 523（Storm Owl Stage）と同一logical game・同一または公式対応タイトル,523,Storm Owl Stage
455,7 PM,Animal Crossing: New Leaf,Animal Crossing: New Leaf,109,2687,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 524（午後7時）と同一logical game・同一または公式対応タイトル,524,午後7時
456,Scala ad Caelum,Kingdom Hearts III,Kingdom Hearts III,191,2933,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 525（Scala ad Caelum）と同一logical game・同一または公式対応タイトル,525,Scala ad Caelum
457,Theme of C. Viper,Street Fighter IV,Street Fighter IV,263,884,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 526（ C. Viper's Theme）と同一logical game・同一または公式対応タイトル,526, C. Viper's Theme
