rank,bgm_title,source_game_title,logical_game_name,existing_game_id,igdb_id,status,confidence,source,reason
241,Dark World,The Legend of Zelda: A Link to the Past,The Legend of Zelda: A Link to the Past,,1026,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
242,Battle 2,Final Fantasy III,Final Fantasy III,150,77234,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 382（バトル2）と同一logical game・同一または公式対応タイトル
243,Crimson Cloud,Devil May Cry 5,DmC: Devil May Cry,,1254,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
244,Zelda's Lullaby,The Legend of Zelda: Ocarina of Time,The Legend of Zelda: Ocarina of Time,,1029,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
245,Theme of Love,Final Fantasy IV,Final Fantasy IV,,16587,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補10件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
246,Air Man Stage,Mega Man 2,Mega Man 2,,1715,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
247,Song of Healing,The Legend of Zelda: Majora's Mask,,281,,known_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,『いやしの歌』の英語ローカライズ名で同一曲
248,"Home, Sweet Home",Final Fantasy V,Final Fantasy V,,419,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補6件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
249,Armored Armadillo Stage,Mega Man X,Mega Man X,,1741,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
250,Molgera,The Legend of Zelda: The Wind Waker,The Legend of Zelda: The Wind Waker,284,1033,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 383（モルド・ゲイラ）と同一logical game・同一または公式対応タイトル
251,Dancing Mad,FINAL FANTASY VI,FINAL FANTASY VI,102,426,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 384（妖星乱舞）と同一logical game・同一または公式対応タイトル
252,Ken's Theme,Street Fighter II,Street Fighter II,,3186,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
253,Hidden Village,The Legend of Zelda: Twilight Princess,The Legend of Zelda: Twilight Princess,,134014,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
254,J-E-N-O-V-A,Final Fantasy VII,Final Fantasy VII,,393025,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補10件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
255,Jazzy NYC '99,Street Fighter III: 3rd Strike,Street Fighter III: 3rd Strike,,6710,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
256,Fi's Farewell,The Legend of Zelda: Skyward Sword,The Legend of Zelda: Skyward Sword,282,534,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 385（ファイとの別れ）と同一logical game・同一または公式対応タイトル
257,The Extreme,Final Fantasy VIII,Final Fantasy VIII,,425,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
258,Viator,Street Fighter 6,Street Fighter 6,,191692,needs_review,medium,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2024/,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
259,Guardian Battle,The Legend of Zelda: Breath of the Wild,The Legend of Zelda: Breath of the Wild,280,7346,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 386（ガーディアン戦）と同一logical game・同一または公式対応タイトル
260,Battle 1,Final Fantasy IX,Final Fantasy IX,,421,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
261,Ryoshima Coast,Ōkami,Ōkami,225,1271,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 387（両島原）と同一logical game・同一または公式対応タイトル
262,Demon King Ganondorf Battle,The Legend of Zelda: Tears of the Kingdom,The Legend of Zelda: Tears of the Kingdom,283,119388,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 388（魔王ガノンドロフ戦）と同一logical game・同一または公式対応タイトル
263,Suteki Da Ne,Final Fantasy X,Final Fantasy X,,418,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
264,Marble Zone,Sonic the Hedgehog,Sonic the Hedgehog,,3192,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補18件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
265,King Dedede's Theme,Kirby's Dream Land,Kirby's Dream Land,,1063,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
266,The Sunleth Waterscape,Final Fantasy XIII,Final Fantasy XIII,154,389,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 389（サンレス水郷）と同一logical game・同一または公式対応タイトル
267,Casino Night Zone,Sonic the Hedgehog 2,Sonic the Hedgehog 2,,112884,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補7件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
268,Marx Battle,Kirby Super Star,Kirby Super Star,194,3719,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 390（Marx Battle）と同一logical game・同一または公式対応タイトル
269,Apocalypsis Noctis,Final Fantasy XV,Final Fantasy XV,156,359,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 391（Apocalypsis Noctis）と同一logical game・同一または公式対応タイトル
270,You Can Do Anything,Sonic CD,Sonic CD,,5452,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
271,The Raging Lion Roars,Kirby and the Forgotten Land,Kirby and the Forgotten Land,,172427,needs_review,medium,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
272,"No Risk, No Reward",Final Fantasy XVI,Final Fantasy XVI,157,31551,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,"既存BGM ID 392（No Risk, No Reward）と同一logical game・同一または公式対応タイトル"
273,It Doesn't Matter,Sonic Adventure,Sonic Adventure,,7860,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
274,戦闘！ジムリーダー,ポケットモンスター 赤・緑,ポケットモンスター 赤・緑,93,1511|1561,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 393（戦闘！ジムリーダー）と同一logical game・同一または公式対応タイトル
275,"Midgar, City of Mako",Final Fantasy VII Remake,Final Fantasy VII Remake,152,11169,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,"既存BGM ID 394（Midgar, City of Mako）と同一logical game・同一または公式対応タイトル"
276,For True Story,Sonic Adventure 2,Sonic Adventure 2,,7858,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
277,戦闘！トレーナー,ポケットモンスター 金・銀,ポケットモンスター 金・銀,94,1513|1558,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 395（戦闘！トレーナー）と同一logical game・同一または公式対応タイトル
278,Bow Wow Wow,Final Fantasy VII Rebirth,Final Fantasy VII Rebirth,151,133236,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 396（Bow Wow Wow）と同一logical game・同一または公式対応タイトル
279,戦闘！トレーナー,ポケットモンスター ルビー・サファイア,ポケットモンスター ルビー・サファイア,95,1515|1557,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 397（戦闘！トレーナー）と同一logical game・同一または公式対応タイトル
280,Close in the Distance,Final Fantasy XIV Online,Final Fantasy XIV: Endwalker,155,143232,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 398（Close in the Distance）と同一logical game・同一または公式対応タイトル
281,戦闘！トレーナー,ポケットモンスター ダイヤモンド・パール,ポケットモンスター ダイヤモンド・パール,96,1518|1560,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 399（戦闘！トレーナー）と同一logical game・同一または公式対応タイトル
282,Battle with Magus,Chrono Trigger,Chrono Trigger,,1802,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補7件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
283,戦闘！ギラティナ,Pokémon Platinum,Pokémon Platinum Version,237,1519,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 400（戦闘！ギラティナ）と同一logical game・同一または公式対応タイトル
284,Dream of the Shore Near Another World,Chrono Cross,Chrono Cross,,1804,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
285,戦闘！トレーナー,ポケットモンスター ブラック・ホワイト,ポケットモンスター ブラック・ホワイト,97,1522|1521,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 401（戦闘！トレーナー）と同一logical game・同一または公式対応タイトル
286,Hikari,Kingdom Hearts,Kingdom Hearts,,393742,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）。重複判定: Simple and Cleanとは言語・歌詞・録音が異なるため別曲として維持
287,戦闘！ゲーチス,ポケットモンスター ブラック2・ホワイト2,ポケットモンスター ブラック2・ホワイト2,6,8284|8353,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 402（戦闘！ゲーチス）と同一logical game・同一または公式対応タイトル
288,Darkness of the Unknown,Kingdom Hearts II,Kingdom Hearts II,190,1221,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 403（Darkness of the Unknown）と同一logical game・同一または公式対応タイトル
289,Song of the Ancients / Fate,NieR Replicant,,221,,known_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,『イニシエノウタ／運命』の英語ローカライズ名で同一曲
290,Pascal,NieR: Automata,NieR: Automata,222,11208,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 404（パスカル）と同一logical game・同一または公式対応タイトル
291,Adventure,Dragon Quest III,Dragon Warrior III,,205600,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
292,Decisive Battle II,Octopath Traveler,Octopath Traveler,223,26765,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 405（決戦2）と同一logical game・同一または公式対応タイトル
293,Song of Hope,Octopath Traveler II,Octopath Traveler II,224,217554,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 406（きぼうの唄）と同一logical game・同一または公式対応タイトル
294,Serpent Eating the Ground,Bravely Default,Bravely Default,124,4700,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 407（地平を喰らう蛇）と同一logical game・同一または公式対応タイトル
295,地上BGM,Super Mario Bros. 3,Super Mario Bros. 3,,1068,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
296,Don't Worry,Xenoblade Chronicles X,Xenoblade Chronicles X,294,2366,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 408（Don't Worry）と同一logical game・同一または公式対応タイトル
297,To One with Life,Monster Hunter 2,Monster Hunter Tri,217,43668,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同一曲『生命ある者へ』の誤ったMonster Hunter 2紐付け。既存BGM ID 215へ統合済み。
298,The Front Hall,Resident Evil 2,Resident Evil 2,,880,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補8件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
299,The Rain Formerly Known as Purple,Risk of Rain 2,Risk of Rain 2,245,28512,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 410（The Rain Formerly Known as Purple）と同一logical game・同一または公式対応タイトル
300,We're Never Giving Up,Goddess of Victory: Nikke,Goddess of Victory: Nikke,171,117199,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 411（We're Never Giving Up）と同一logical game・同一または公式対応タイトル
301,I Am Astro Bot,ASTRO BOT,Astro Bot,114,303811,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 412（I Am Astro Bot）と同一logical game・同一または公式対応タイトル
302,地上BGM,Super Mario World,Super Mario World,,1070,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
303,Main Theme,Final Fantasy I,Final Fantasy,149,385,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 413（メイン・テーマ）と同一logical game・同一または公式対応タイトル
304,Pokke Village Theme,Monster Hunter Freedom Unite,Monster Hunter Freedom Unite,213,20427,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 414（ポッケ村のテーマ）と同一logical game・同一または公式対応タイトル
305,Go Tell Aunt Rhody,Resident Evil 7 biohazard,Resident Evil 7: Biohazard,243,19562,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 415（Go Tell Aunt Rhody）と同一logical game・同一または公式対応タイトル
306,The Clocktower,Dead Cells,Dead Cells,133,26855,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 416（The Clocktower）と同一logical game・同一または公式対応タイトル
307,Operation Pyrite,Arknights,Arknights,110,123395,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 417（Operation Pyrite）と同一logical game・同一または公式対応タイトル
308,Crash Site,ASTRO BOT,Astro Bot,114,303811,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 418（Crash Site）と同一logical game・同一または公式対応タイトル
309,Bob-omb Battlefield,Super Mario 64,Super Mario 64,3,1074,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存logical game一致。同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
310,The Dalmasca Estersand,Final Fantasy XII,Final Fantasy XII,153,398,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 419（東ダルマスカ砂漠）と同一logical game・同一または公式対応タイトル
311,Golden Mane / Rajang,Monster Hunter 4,Monster Hunter 4,212,65676,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 420（金色の鬣／ラージャン）と同一logical game・同一または公式対応タイトル
312,Yearning for Dark Shadows,Resident Evil Village,Resident Evil Village,244,55163,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 421（Yearning for Dark Shadows）と同一logical game・同一または公式対応タイトル
313,Panacea,Hyper Light Drifter,Hyper Light Drifter,186,9806,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 422（Panacea）と同一logical game・同一または公式対応タイトル
314,Grand Battle,Fate/Grand Order,Fate/Grand Order,148,24493,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 423（Grand Battle）と同一logical game・同一または公式対応タイトル
315,Papa Tree,ASTRO BOT,Astro Bot,114,303811,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 424（Papa Tree）と同一logical game・同一または公式対応タイトル
316,Delfino Plaza,Super Mario Sunshine,Super Mario Sunshine,,1075,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
317,Face My Fears,Kingdom Hearts III,Kingdom Hearts III,191,2933,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 425（Face My Fears）と同一logical game・同一または公式対応タイトル
318,Public Enemy,Devil May Cry,Devil May Cry,,134,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
319,Remember,Armored Core: For Answer,Armored Core: For Answer,112,5493,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 426（Remember）と同一logical game・同一または公式対応タイトル
320,Strike the Earth!,Shovel Knight,Shovel Knight,252,7444,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 427（Strike the Earth!）と同一logical game・同一または公式対応タイトル
321,New World Order,Granblue Fantasy,Granblue Fantasy,172,13623,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 428（New World Order）と同一logical game・同一または公式対応タイトル
322,Sky Station Galaxy,Super Mario Galaxy 2,Super Mario Galaxy 2,,1078,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
323,Gypsy Dance,Dragon Quest IV,Dragon Warrior IV,,16584,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
324,Shall Never Surrender,Devil May Cry 4,Devil May Cry 4,,112,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
325,Mechanized Memories,Armored Core: Verdict Day,Armored Core: Verdict Day,113,5494,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 429（Mechanized Memories）と同一logical game・同一または公式対応タイトル
326,Overdose,Katana ZERO,Katana Zero,189,20150,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 430（Overdose）と同一logical game・同一または公式対応タイトル
327,U.M.A. NEW WORLD!!,Uma Musume: Pretty Derby,Uma Musume: Pretty Derby,,,needs_review,low,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,IGDB検索候補なし
328,Super Bell Hill,Super Mario 3D World,Super Mario 3D World,,2180,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
329,Toward the Horizon,Dragon Quest V,Dragon Quest V: Tenkuu no Hanayome,,205595,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
330,Snake Man Stage,Mega Man 3,Mega Man 3,,1716,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
331,Old Snake,Metal Gear Solid 4: Guns of the Patriots,Metal Gear Solid 4: Guns of the Patriots,207,380,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 431（Old Snake）と同一logical game・同一または公式対応タイトル
332,It's Pizza Time!,Pizza Tower,Pizza Tower,234,135818,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 432（It's Pizza Time!）と同一logical game・同一または公式対応タイトル
333,Burn My Soul,HEAVEN BURNS RED,Heaven Burns Red,182,132099,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 433（Burn My Soul）と同一logical game・同一または公式対応タイトル
334,Rainbow Road,Mario Kart 64,Mario Kart 64,201,2342,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 434（Rainbow Road）と同一logical game・同一または公式対応タイトル
335,Strange World,Dragon Quest VIII,Dragon Quest VIII: Journey of the Cursed King,142,1819,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 435（広い世界へ）と同一logical game・同一または公式対応タイトル
336,Opening Stage X,Mega Man X4,Mega Man X4,203,1744,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 436（Opening Stage X）と同一logical game・同一または公式対応タイトル
337,BB's Theme,Death Stranding,Death Stranding,134,19564,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 437（BB's Theme）と同一logical game・同一または公式対応タイトル
338,My Burden Is Light,OneShot,OneShot,,225565,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
339,Narwhal,Punishing: Gray Raven,Punishing: Gray Raven,241,132185,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 438（Narwhal）と同一logical game・同一または公式対応タイトル
340,Mute City,Mario Kart 8 Deluxe,Mario Kart 8 Deluxe,202,26764,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 439（Mute City）と同一logical game・同一または公式対応タイトル
341,Unwavering Courage,Dragon Quest XI,Dragon Quest XI: Echoes of an Elusive Age,143,11667,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 440（勇者は征く）と同一logical game・同一または公式対応タイトル
342,The Next Door,Street Fighter IV,Street Fighter IV,263,884,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 441（The Next Door）と同一logical game・同一または公式対応タイトル
343,To the Wilder,Death Stranding 2: On the Beach,Death Stranding 2: On the Beach,135,228530,existing_duplicate,high,https://thegameawards.com/nominees/best-score-and-music,既存BGM ID 442（To the Wilder）と同一logical game・同一または公式対応タイトル
344,The Scrybe of Magicks,Inscryption,Inscryption,187,139090,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 443（The Scrybe of Magicks）と同一logical game・同一または公式対応タイトル
345,Saving Light,Wuthering Waves,Wuthering Waves,290,202956,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 444（Saving Light）と同一logical game・同一または公式対応タイトル
346,Rawk Hawk Battle,Paper Mario: The Thousand-Year Door,Paper Mario: The Thousand-Year Door,,3349,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
347,Battle of Oblivion,Bravely Second: End Layer,Bravely Second: End Layer,125,11256,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 445（忘れられた戦い）と同一logical game・同一または公式対応タイトル
348,Sonic Heroes,Sonic Heroes,Sonic Heroes,255,4156,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 446（Sonic Heroes）と同一logical game・同一または公式対応タイトル
349,You're Not Here,Silent Hill 3,Silent Hill 3,,482,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
350,Instrument of Surrender,Disco Elysium,Disco Elysium,,26472,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
351,凛として咲く花の如く,pop'n music,Pop'n music,,186652,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
352,In the Final,Mario & Luigi: Bowser's Inside Story,Mario & Luigi: Bowser's Inside Story,,3363,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
353,Breaking Free,NEO: The World Ends with You,NEO: The World Ends with You,220,141192,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 447（Breaking Free）と同一logical game・同一または公式対応タイトル
354,Reach for the Stars,Sonic Colors,Sonic Colors,,2267,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
355,Reign of the Septims,The Elder Scrolls IV: Oblivion,The Elder Scrolls IV: Oblivion,272,59,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 448（Reign of the Septims）と同一logical game・同一または公式対応タイトル
356,You're Gonna Need a Bigger Ukulele,Risk of Rain 2,Risk of Rain 2,245,28512,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 449（You're Gonna Need a Bigger Ukulele）と同一logical game・同一または公式対応タイトル
357,お願い！シンデレラ,THE IDOLM@STER CINDERELLA GIRLS,The Idolmaster: Cinderella Girls,273,11702,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 450（お願い！シンデレラ）と同一logical game・同一または公式対応タイトル
358,Butter Building,Kirby's Adventure,Kirby's Adventure,197,3717,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 451（バタービルディング）と同一logical game・同一または公式対応タイトル
359,Battle #5,SaGa Frontier,SaGa Frontier,247,11310,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 452（Battle #5）と同一logical game・同一または公式対応タイトル
